r0_Discrim_PC_125,r0_Discrim_PC_250,r0_Discrim_PC_1000,r0_VE_PC_125,r0_VE_PC_250,r0_VE_PC_1000,r0_Discrim 125 RT,r0_Discrim 250 RT,r0_Discrim 1000 RT,r0_VE 125 RT,r0_VE 250 RT,r0_VE 1000 RT,r1_Discrim_PC_125,r1_Discrim_PC_250,r1_Discrim_PC_1000,r1_VE_PC_125,r1_VE_PC_250,r1_VE_PC_1000,r1_Discrim 125 RT,r1_Discrim 250 RT,r1_Discrim 1000 RT,r1_VE 125 RT,r1_VE 250 RT,r1_VE 1000 RT
1.0,0.7314073762981795,0.7372408771690461,0.6128974681168587,0.5669319024189441,0.5676567341103526,-0.693356839998085,-0.71444727737899,-0.5673731378221091,-0.1452698650517058,-0.1923666297212307,-0.36644275897986156,0.8818717244373254,0.8116428105771698,0.6777971438310887,0.5675879375033963,0.6045759155546154,0.5277332134731749,-0.627603073677621,-0.724107880718717,-0.5729977497668276,0.027510870730109025,-0.19810147524143432,-0.2316983580430694
0.7314073762981795,1.0,0.7716476608788326,0.6594320933359361,0.6850003351920281,0.6103810949441711,-0.5938290040733242,-0.7036723825374932,-0.5890903631971577,0.02208892393930869,-0.049391265322425604,-0.24698922193387923,0.7646180122236166,0.8193986476239669,0.6781869261770939,0.5719263016119415,0.650366244793174,0.5944196124140764,-0.5937244718358252,-0.6180269850922386,-0.5325001529408498,0.05672980746126807,-0.17522366329597402,-0.2093955488549789
0.7372408771690461,0.7716476608788326,1.0,0.5931097609263347,0.6203813834418919,0.655026622162851,-0.6320571604000754,-0.6640136426459199,-0.6426917064842682,-0.13880345413277223,-0.19463675762943672,-0.4449198338157038,0.7071912792758206,0.8547072392676408,0.8583408213509605,0.5830089966774622,0.6621238360028633,0.6864351068083027,-0.5507247035441876,-0.6736027372129477,-0.5696201768761798,-0.053822843781802555,-0.2600807512862241,-0.20779916219014088
0.6128974681168587,0.6594320933359361,0.5931097609263347,1.0,0.7009084357341211,0.632470592089656,-0.48788628211928836,-0.5580913727168139,-0.4826920615688766,0.008460806847544446,-0.022185896218548967,-0.1982203476553219,0.6260575718313335,0.611299227871776,0.5934523428767118,0.5119317706572963,0.48219427318879593,0.5736005873508598,-0.49518095221085,-0.5181114685194244,-0.4460578131475409,0.0944426980747534,-0.14546921155017475,-0.10631913976297903
0.5669319024189441,0.6850003351920281,0.6203813834418919,0.7009084357341211,1.0,0.7165092212759854,-0.4525826861550703,-0.5429836723477031,-0.45869791015496625,0.04237964409303947,-0.02186169735056735,-0.1709310027508747,0.5685571873577132,0.6590052609086849,0.5869686786022772,0.44889320189197357,0.5210518311405125,0.49749016428026965,-0.4515923988798237,-0.43688857001571435,-0.4160811202861605,0.06147189936609718,-0.05374836611263033,-0.0840386637095546
0.5676567341103526,0.6103810949441711,0.655026622162851,0.632470592089656,0.7165092212759854,1.0,-0.44878210086090037,-0.5335411214201116,-0.49509002770714616,-0.06845255905792569,-0.12795408289688265,-0.2704388845798388,0.5411839396103116,0.6500010301105736,0.6014435472893095,0.4694258212962694,0.526712121438878,0.533947506079189,-0.38984395412279726,-0.49954560248241275,-0.412169405238209,0.03373560559285288,-0.2051434867770441,-0.06688557494781067
-0.693356839998085,-0.5938290040733242,-0.6320571604000754,-0.48788628211928836,-0.4525826861550703,-0.44878210086090037,1.0,0.7027900859068044,0.6480186137525076,0.2918547941026958,0.2600608067952205,0.47416276416976993,-0.6341912953684348,-0.6111640869158839,-0.5831138207787026,-0.4511741153571238,-0.45698542785500273,-0.44749864103464804,0.810868869497857,0.7628299794843354,0.537344984804554,0.19988633336684725,0.35428461118965754,0.29260483525340003
-0.71444727737899,-0.7036723825374932,-0.6640136426459199,-0.5580913727168139,-0.5429836723477031,-0.5335411214201116,0.7027900859068044,1.0,0.6222881624426528,0.09236726834883302,0.15395357482238506,0.4584854281711498,-0.6771799295271137,-0.6441189245218822,-0.6207334835909907,-0.5151415725065634,-0.5489139330133456,-0.5094281547527386,0.6961833604648511,0.7928812386162163,0.5624737207674034,0.10697274193002802,0.3236635852488968,0.29341021405012446
-0.5673731378221091,-0.5890903631971577,-0.6426917064842682,-0.4826920615688766,-0.45869791015496625,-0.49509002770714616,0.6480186137525076,0.6222881624426528,1.0,0.37658117403868996,0.2790044626613662,0.48647156915276807,-0.5152252495686659,-0.6197754790368469,-0.5247875067194503,-0.39142177425377106,-0.4638178196887818,-0.464405593166194,0.6123487942318873,0.6024195970999215,0.656281571618796,0.268545921130403,0.5168652493118805,0.3705725119742359
-0.1452698650517058,0.02208892393930869,-0.13880345413277223,0.008460806847544446,0.04237964409303947,-0.06845255905792569,0.2918547941026958,0.09236726834883302,0.37658117403868996,1.0,0.4591911370558044,0.5309153053562742,0.02369808347434841,-0.10261016655859966,-0.10511800169864702,0.07814002534787468,-0.004660052005823105,-0.07380388524708818,0.28579299352101833,0.21650517121449384,0.2545347886495113,0.3956792530992252,0.5448046351698654,0.22292738953525645
