,r0_Discrim_PC_125,r0_Discrim_PC_250,r0_Discrim_PC_1000,r0_VE_PC_125,r0_VE_PC_250,r0_VE_PC_1000,r0_Discrim 125 RT,r0_Discrim 250 RT,r0_Discrim 1000 RT,r0_VE 125 RT,r0_VE 250 RT,r0_VE 1000 RT,r1_Discrim_PC_125,r1_Discrim_PC_250,r1_Discrim_PC_1000,r1_VE_PC_125,r1_VE_PC_250,r1_VE_PC_1000,r1_Discrim 125 RT,r1_Discrim 250 RT,r1_Discrim 1000 RT,r1_VE 125 RT,r1_VE 250 RT,r1_VE 1000 RT
r0_Discrim_PC_125,1.0,0.7695412207391935,0.6866802974180857,0.6064368358575899,0.5783951913261061,0.544371992845612,-0.5328302292197307,-0.5280888078824247,-0.3376863795864276,-0.04741415475593755,-0.11915497318463235,-0.13387428727465633,0.8458166451936425,0.769720158934872,0.6786440773898845,0.5997033647714626,0.5851757579250233,0.5503060966383994,-0.5255436333985033,-0.5207644098166886,-0.3285096383514772,-0.02770077609533218,-0.12946121043080222,-0.13605562176476765
r0_Discrim_PC_250,0.7695412207391935,1.0,0.7781356332594724,0.6159405097869253,0.6757392712104778,0.6358530604626309,-0.49961823890817775,-0.5326178707905364,-0.4152124414653453,-0.07758322625723964,-0.16364299098665375,-0.15279064551215835,0.7719669429386142,0.7980926899752612,0.7554474982380267,0.6193155584163262,0.6451363723828766,0.6356273101828586,-0.5001371563176152,-0.5023495524311573,-0.40585993279320876,-0.0526503209898719,-0.17540153134774172,-0.15789615098678644
r0_Discrim_PC_1000,0.6866802974180857,0.7781356332594724,1.0,0.5773596562906982,0.6086395407457891,0.6827273034526792,-0.47374450708611443,-0.5206086800633039,-0.4118100906234571,-0.09341861983594496,-0.16921775456968896,-0.158740065688555,0.6889154382731871,0.7571434230777047,0.8373500881447632,0.5784190451626909,0.6206688779946345,0.6526500497420742,-0.4692661167635705,-0.5008568305253882,-0.38607777848111086,-0.08502290181360178,-0.16595640845875714,-0.15239634327262933
r0_VE_PC_125,0.6064368358575899,0.6159405097869253,0.5773596562906982,1.0,0.7044575490883206,0.6542627156220397,-0.3442854165260629,-0.392761221474157,-0.22393228880742605,0.024401350401186163,-0.01399551542690608,0.012737988754424721,0.5987032639854835,0.6095360106390806,0.5627163357722449,0.5600883005484781,0.5614374873947359,0.5327529891124074,-0.34444764731555544,-0.36318846152260664,-0.23454071834676796,0.042776343692996335,-0.020098153245908454,0.009553388930261088
r0_VE_PC_250,0.5783951913261061,0.6757392712104778,0.6086395407457891,0.7044575490883206,1.0,0.714076111622148,-0.3331056035951766,-0.38686687106593665,-0.2643735980482102,-0.0011390748754714747,-0.05975400202954096,-0.04159779083192393,0.5780576975251652,0.6340120411740009,0.5980028610371803,0.5565603691354495,0.5685335604058038,0.5483838409155354,-0.3301931327027563,-0.3797504923942021,-0.2744550476104643,0.016448715825152553,-0.06307375535990886,-0.04378814502062169
r0_VE_PC_1000,0.544371992845612,0.6358530604626309,0.6827273034526792,0.6542627156220397,0.714076111622148,1.0,-0.35663755078313314,-0.39513127070320186,-0.2844925010587407,-0.06267291080246669,-0.1354383957012043,-0.12283848333499096,0.5481403050409522,0.6205514805923703,0.6380012797150902,0.5341151343881676,0.5520593594440942,0.5737115058577893,-0.34671118008071766,-0.3671658069063394,-0.2901835070952813,-0.052949211049729446,-0.1368810084482288,-0.09959056218939785
r0_Discrim 125 RT,-0.5328302292197307,-0.49961823890817775,-0.47374450708611443,-0.3442854165260629,-0.3331056035951766,-0.35663755078313314,1.0,0.5148119232814412,0.389900758250956,0.2363051497364526,0.23346780462179922,0.2653178210708458,-0.5306956242930831,-0.5052670361447784,-0.4786995661748027,-0.3489570817476486,-0.35163432375366205,-0.36241660123823927,0.5610662297544131,0.5270485045135621,0.3849525774121517,0.21919955687930287,0.24798972147405135,0.28532402171125393
r0_Discrim 250 RT,-0.5280888078824247,-0.5326178707905364,-0.5206086800633039,-0.392761221474157,-0.38686687106593665,-0.39513127070320186,0.5148119232814412,1.0,0.3687594862048143,0.19726543215645428,0.2393962497893425,0.2415579586013744,-0.526581120236116,-0.5116809570464091,-0.5139936190387072,-0.3939275874852115,-0.39676655599126,-0.4004027158929449,0.5021294466552685,0.4769003980889442,0.3794069366712528,0.1709766215252264,0.23874298371826538,0.2484650236418499
r0_Discrim 1000 RT,-0.3376863795864276,-0.4152124414653453,-0.4118100906234571,-0.22393228880742605,-0.2643735980482102,-0.2844925010587407,0.389900758250956,0.3687594862048143,1.0,0.26415757392093286,0.32946036974551596,0.3046224460538945,-0.332686991686302,-0.3996464173760598,-0.4040223277482707,-0.23708781281274724,-0.27357841581466036,-0.2834352628923009,0.367597551620055,0.4020025755961174,0.3115601442530799,0.24467912386832946,0.32680944559249475,0.31943549275214844
r0_VE 125 RT,-0.04741415475593755,-0.07758322625723964,-0.09341861983594496,0.024401350401186163,-0.0011390748754714747,-0.06267291080246669,0.2363051497364526,0.19726543215645428,0.26415757392093286,1.0,0.46084368236191314,0.40189508930650647,-0.042866775767189794,-0.08306164283233324,-0.11992582672543926,0.026745922656172327,-0.016172597660827657,-0.060650781650698156,0.22512270700526038,0.2114205437896449,0.2885165872079011,0.3890570139248682,0.45004971770766466,0.3971591359980791
