,r0_Discrim_PC_125,r0_Discrim_PC_250,r0_Discrim_PC_1000,r0_VE_PC_125,r0_VE_PC_250,r0_VE_PC_1000,r0_Discrim 125 RT,r0_Discrim 250 RT,r0_Discrim 1000 RT,r0_VE 125 RT,r0_VE 250 RT,r0_VE 1000 RT,r1_Discrim_PC_125,r1_Discrim_PC_250,r1_Discrim_PC_1000,r1_VE_PC_125,r1_VE_PC_250,r1_VE_PC_1000,r1_Discrim 125 RT,r1_Discrim 250 RT,r1_Discrim 1000 RT,r1_VE 125 RT,r1_VE 250 RT,r1_VE 1000 RT
r0_Discrim_PC_125,1.0,0.762498395034902,0.746415189786893,0.6343935388112709,0.6193036253458325,0.6046499310460002,-0.6877578067747138,-0.7098238637593891,-0.5675581315053254,-0.16919319611096345,-0.18166667885122137,-0.12728128930940227,0.8749861642620531,0.7350274454499047,0.6564442205893921,0.6521903016195076,0.5526858052631376,0.5428803233913927,-0.6204745864139932,-0.7162498030574862,-0.5860456493458794,-0.010784495814380514,-0.15469664246483633,-0.18110663057511472
r0_Discrim_PC_250,0.762498395034902,1.0,0.8553250333342125,0.5959996139306006,0.7075511123513004,0.6894576803292816,-0.6283825568501861,-0.6723829608165193,-0.6234378766944547,-0.15510484706484468,-0.2652984843550071,-0.12591765490831763,0.7805131648418892,0.7457701882888534,0.7678876851973074,0.5925450146785887,0.6129982808027373,0.6456768197827655,-0.6202381099774602,-0.6699896189880103,-0.5710560806220621,-0.09428268788409316,-0.1726501154707232,-0.3106163370272496
r0_Discrim_PC_1000,0.746415189786893,0.8553250333342125,1.0,0.5954987481843748,0.6500007627540075,0.7145379697874125,-0.6260589307695364,-0.6759577684410829,-0.6532862106984971,-0.20983637439481473,-0.21233199902598546,-0.1807654554841781,0.7402408132863619,0.7500589284273222,0.8571224502460826,0.6129163485289525,0.5965312906802728,0.6761793834648724,-0.5575438839655721,-0.672469118932786,-0.5856773266420842,-0.1388261180226524,-0.17466827568957513,-0.2689307366599221
r0_VE_PC_125,0.6343935388112709,0.5959996139306006,0.5954987481843748,1.0,0.723163097679403,0.6237401155980082,-0.5078437533123259,-0.5134673792001148,-0.4155686891826063,-0.06037603424267178,-0.06491107175102698,-0.0114247224448713,0.6045294385266938,0.7140640572675111,0.588690195362355,0.4952216097824977,0.5906100049213414,0.5339699249520867,-0.46971169386373024,-0.49961006613183234,-0.3490440264289056,0.06959784344710938,0.01672564654712421,-0.06744596153390679
r0_VE_PC_250,0.6193036253458325,0.7075511123513004,0.6500007627540075,0.723163097679403,1.0,0.7821516076185947,-0.43163750101337683,-0.5451836604404203,-0.4322874898806042,-0.01413261689074421,-0.04950818135638857,0.02601059184113076,0.5948516036656035,0.6305311034412384,0.6317507785608555,0.5289249105512798,0.5658829513208967,0.5650825796381354,-0.3445808508736978,-0.4653275478302617,-0.37362423230235114,0.08940985360546731,-0.04140880754589291,-0.13134870390785675
r0_VE_PC_1000,0.6046499310460002,0.6894576803292816,0.7145379697874125,0.6237401155980082,0.7821516076185947,1.0,-0.5354891859521405,-0.5607005095510575,-0.56698158236295,-0.19155425446218408,-0.16505290304122605,-0.1175789535607088,0.5598092582006595,0.6457330391452131,0.6582880103164421,0.5198906784363858,0.510536734641123,0.5164644049977719,-0.4659411028149622,-0.5288507385751474,-0.47599326759825544,-0.11252755907356807,-0.176161852929648,-0.19710145716955466
r0_Discrim 125 RT,-0.6877578067747138,-0.6283825568501861,-0.6260589307695364,-0.5078437533123259,-0.43163750101337683,-0.5354891859521405,1.0,0.7027900859068044,0.6480186137525076,0.3745818558402223,0.3357368842736727,0.3505149815793972,-0.6750437827555021,-0.6108102309131755,-0.5046838379160657,-0.4658296050857598,-0.4587131147648667,-0.36863677238097964,0.810868869497857,0.7628299794843354,0.537344984804554,0.20416358315831,0.29939033527701403,0.2227344375089103
r0_Discrim 250 RT,-0.7098238637593891,-0.6723829608165193,-0.6759577684410829,-0.5134673792001148,-0.5451836604404203,-0.5607005095510575,0.7027900859068044,1.0,0.6222881624426528,0.27943564282117916,0.24992897752547383,0.24623164820253834,-0.7042820526372843,-0.6758751015247993,-0.5943987439229549,-0.4921590833616038,-0.49038741612917514,-0.4650561522498174,0.6961833604648511,0.7928812386162163,0.5624737207674034,0.1709440027920433,0.2522622722206516,0.3233503497956904
r0_Discrim 1000 RT,-0.5675581315053254,-0.6234378766944547,-0.6532862106984971,-0.4155686891826063,-0.4322874898806042,-0.56698158236295,0.6480186137525076,0.6222881624426528,1.0,0.4347055074543849,0.37040407633880107,0.4129862568463027,-0.5528853783878402,-0.546271890947853,-0.49428228084807935,-0.37742595885267166,-0.44694069525161734,-0.4144534770510166,0.6123487942318873,0.6024195970999215,0.656281571618796,0.41126876187977934,0.5127654948563523,0.3860945790410263
r0_VE 125 RT,-0.16919319611096345,-0.15510484706484468,-0.20983637439481473,-0.06037603424267178,-0.01413261689074421,-0.19155425446218408,0.3745818558402223,0.27943564282117916,0.4347055074543849,1.0,0.540956308624665,0.4694599146679993,-0.12140727615953856,-0.1068421287951064,-0.15606156167766413,-0.12504367190506466,-0.08574197911634687,-0.0961050289738311,0.40141335272261175,0.44188374971202676,0.39388689549375594,0.5825566760960393,0.5370664960903563,0.44641352479211527
r0_VE 250 RT,-0.18166667885122137,-0.2652984843550071,-0.21233199902598546,-0.06491107175102698,-0.04950818135638857,-0.16505290304122605,0.3357368842736727,0.24992897752547383,0.37040407633880107,0.540956308624665,1.0,0.44627061611957314,-0.17830996450002334,-0.11647127980674284,-0.06780938099447682,-0.09576842059873107,-0.04664227069148673,-0.11174648744231007,0.3873053683086814,0.3518872084139007,0.2970854051480623,0.5110167191558801,0.529915671814769,0.38074614526904466
r0_VE 1000 RT,-0.12728128930940227,-0.12591765490831763,-0.1807654554841781,-0.0114247224448713,0.02601059184113076,-0.1175789535607088,0.3505149815793972,0.24623164820253834,0.4129862568463027,0.4694599146679993,0.44627061611957314,1.0,-0.06590757948245157,-0.08255312934234248,-0.038348055876844166,0.06859997972513789,0.046930674085017644,-0.0299817850690565,0.321329622548642,0.26954814352777395,0.39324266534843555,0.41484731448677487,0.4545521626441848,0.4285790846368762
r1_Discrim_PC_125,0.8749861642620531,0.7805131648418892,0.7402408132863619,0.6045294385266938,0.5948516036656035,0.5598092582006595,-0.6750437827555021,-0.7042820526372843,-0.5528853783878402,-0.12140727615953856,-0.17830996450002334,-0.06590757948245157,1.0,0.7584173223433169,0.6735109284406754,0.6136545569673109,0.5413738337231647,0.5622397463651356,-0.6725250665136812,-0.7172643962125592,-0.5507044629931286,-0.0028900857650107727,-0.08656687731436491,-0.19095252860905992
r1_Discrim_PC_250,0.7350274454499047,0.7457701882888534,0.7500589284273222,0.7140640572675111,0.6305311034412384,0.6457330391452131,-0.6108102309131755,-0.6758751015247993,-0.546271890947853,-0.1068421287951064,-0.11647127980674284,-0.08255312934234248,0.7584173223433169,1.0,0.7227141739260071,0.6562534576753959,0.710937147601742,0.6013838219354837,-0.5754594721482491,-0.6891466614054953,-0.4662747161325776,-0.032412113265604225,-0.020953385633596316,-0.25675934222656754
r1_Discrim_PC_1000,0.6564442205893921,0.7678876851973074,0.8571224502460826,0.588690195362355,0.6317507785608555,0.6582880103164421,-0.5046838379160657,-0.5943987439229549,-0.49428228084807935,-0.15606156167766413,-0.06780938099447682,-0.038348055876844166,0.6735109284406754,0.7227141739260071,1.0,0.5796356646541431,0.6110245591294895,0.7282670623064724,-0.46929374111054156,-0.6540297844976637,-0.5131524613466473,-0.0639885553154756,-0.12512943226866463,-0.21206875687294827
r1_VE_PC_125,0.6521903016195076,0.5925450146785887,0.6129163485289525,0.4952216097824977,0.5289249105512798,0.5198906784363858,-0.4658296050857598,-0.4921590833616038,-0.37742595885267166,-0.12504367190506466,-0.09576842059873107,0.06859997972513789,0.6136545569673109,0.6562534576753959,0.5796356646541431,1.0,0.6080130414140308,0.6358891067406784,-0.41297677168640984,-0.48000486854834695,-0.36056888635051726,0.07212917010559272,-0.040914155343085824,-0.019350208829978347
r1_VE_PC_250,0.5526858052631376,0.6129982808027373,0.5965312906802728,0.5906100049213414,0.5658829513208967,0.510536734641123,-0.4587131147648667,-0.49038741612917514,-0.44694069525161734,-0.08574197911634687,-0.04664227069148673,0.046930674085017644,0.5413738337231647,0.710937147601742,0.6110245591294895,0.6080130414140308,1.0,0.658409222645483,-0.41575244820605867,-0.4762107349815907,-0.3587356304420159,0.025450638232828424,0.014718937844214384,-0.13505520662936366
