,r0_Discrim_PC_125,r0_Discrim_PC_250,r0_Discrim_PC_1000,r0_VE_PC_125,r0_VE_PC_250,r0_VE_PC_1000,r0_Discrim 125 RT,r0_Discrim 250 RT,r0_Discrim 1000 RT,r0_VE 125 RT,r0_VE 250 RT,r0_VE 1000 RT,r1_Discrim_PC_125,r1_Discrim_PC_250,r1_Discrim_PC_1000,r1_VE_PC_125,r1_VE_PC_250,r1_VE_PC_1000,r1_Discrim 125 RT,r1_Discrim 250 RT,r1_Discrim 1000 RT,r1_VE 125 RT,r1_VE 250 RT,r1_VE 1000 RT
r0_Discrim_PC_125,1.0,0.7480592225903991,0.6800285098622996,0.6375660064574205,0.5822464753559168,0.561207749664861,-0.6698780187586765,-0.6586302841476586,-0.43112629763849714,0.1277741087893116,0.04050112355875465,-0.03918778218775073,0.878780628161452,0.7846699212695628,0.6840399907719372,0.5843027287183629,0.56408727875034,0.5702269645017041,-0.7021224405006394,-0.6950711914837967,-0.556899269782848,-0.1051931235205384,-0.1275197867206098,-0.23809342441211948
r0_Discrim_PC_250,0.7480592225903991,1.0,0.7569080014299302,0.6419966585045082,0.6662876701181889,0.5939802961879186,-0.6195475514001425,-0.631501286431505,-0.5601387753496667,0.06207045504784275,-0.019544650687733946,-0.027177201406245848,0.8211026079809494,0.7889649507082177,0.7247996388320681,0.6298994528162913,0.6599555188960708,0.5966994094285482,-0.6024471100553045,-0.7428292202539016,-0.6469450783135572,-0.12158015831854455,-0.12920189353339365,-0.34967111935905465
r0_Discrim_PC_1000,0.6800285098622996,0.7569080014299302,1.0,0.6147383998409579,0.5998445083492352,0.7228032721353969,-0.5480656568188816,-0.5912947320036402,-0.5198676982968662,0.07472120905453243,-0.057131407386025984,0.07310966292356487,0.6649128880534282,0.7339571647434299,0.8383625239306474,0.603490360418345,0.5880132196395288,0.6245626661886629,-0.5740340739409244,-0.6856441050124206,-0.6004038562312194,-0.18092930895549897,-0.21806420354220912,-0.15558283996988095
r0_VE_PC_125,0.6375660064574205,0.6419966585045082,0.6147383998409579,1.0,0.684651036361828,0.5789368705960748,-0.43536976740376054,-0.5195149535959989,-0.3291183663606368,0.09107467244272094,0.08854180442402712,0.1701536135111453,0.594957651545179,0.6183477702664212,0.6088364320201239,0.5978977751683607,0.556208671097703,0.5699729364193699,-0.49271925595455546,-0.5077800327141353,-0.4432489681575641,-0.0020027647304572006,0.029118062272505414,-0.08471837200728033
r0_VE_PC_250,0.5822464753559168,0.6662876701181889,0.5998445083492352,0.684651036361828,1.0,0.6764571716045245,-0.4769055807454291,-0.4565806363280792,-0.3744687422218504,0.08741620366577979,0.041187446878467204,0.05583538956103687,0.5682138620454494,0.6095325636945172,0.5812875055627682,0.6171711517071035,0.6481325483436468,0.6453930422216361,-0.4496838013650592,-0.5132008319349399,-0.43394919681516136,-0.05213948790323166,-0.021399658911032182,-0.17503479439500713
r0_VE_PC_1000,0.561207749664861,0.5939802961879186,0.7228032721353969,0.5789368705960748,0.6764571716045245,1.0,-0.4912940332868803,-0.4795905429818433,-0.44067787148405263,0.11630257793517063,-0.12915098756489662,-0.03269134712150398,0.5388930211654818,0.5833198718298627,0.626731701100929,0.5134489195407202,0.5090480303107372,0.5772688871860082,-0.44029919098040543,-0.5138416402188805,-0.47437971567412685,-0.25466578710994336,-0.23962456359515252,-0.1583313058677274
r0_Discrim 125 RT,-0.6698780187586765,-0.6195475514001425,-0.5480656568188816,-0.43536976740376054,-0.4769055807454291,-0.4912940332868803,1.0,0.7490813679376302,0.5744048325211458,0.21318205314960748,0.16228184632830167,0.23631805307597525,-0.6493978172520147,-0.5980168720453337,-0.516351559220086,-0.42081237513450376,-0.41584482055300775,-0.402590637221353,0.8475647376146206,0.6886821521958975,0.6247290255040716,0.2401002519463805,0.35014057756766925,0.3728054980002637
r0_Discrim 250 RT,-0.6586302841476586,-0.631501286431505,-0.5912947320036402,-0.5195149535959989,-0.4565806363280792,-0.4795905429818433,0.7490813679376302,1.0,0.5309246668732033,0.09189539339990832,0.19601346816982393,0.23349820864532,-0.6697824544303473,-0.5610243846744657,-0.5370919743649442,-0.43327754571760435,-0.45078045948056766,-0.4473954771704416,0.731557781626292,0.7498544775115711,0.5340013812028104,0.20937310860959685,0.2307908132360118,0.3217231366877821
r0_Discrim 1000 RT,-0.43112629763849714,-0.5601387753496667,-0.5198676982968662,-0.3291183663606368,-0.3744687422218504,-0.44067787148405263,0.5744048325211458,0.5309246668732033,1.0,0.16970471803880668,0.3451193918343617,0.3664966358530842,-0.5298552244925014,-0.5161882975358072,-0.47110581904877424,-0.31934228642512674,-0.3563951448601538,-0.4087965555684634,0.6056796525810793,0.6122896341357785,0.6881535743057587,0.3647114687411237,0.419725548509236,0.43270856783519984
r0_VE 125 RT,0.1277741087893116,0.06207045504784275,0.07472120905453243,0.09107467244272094,0.08741620366577979,0.11630257793517063,0.21318205314960748,0.09189539339990832,0.16970471803880668,1.0,0.3282363501420384,0.28278062100254137,0.08802977897701834,0.027474166676950344,0.008532158553583018,0.1723848274713713,0.08097564990040466,0.03908858107337667,0.2341556257323488,0.15346253623127648,0.23946394267882684,0.2627818359158036,0.362047389817769,0.3208203098822104
