subjID,duration,s_residual,abs_s_residual,stimulus,error,abs_error,actual_depth,groundPlane
442049.0,2.5,0.2272152257017636,0.2272152257017636,001808_2014-06-26_20-50-58_260595134347_rgbf000029-resize,-3.3963965072087143,3.3963965072087143,4.249,20.030651550568866
442049.0,2.5,-0.08411620305367606,0.08411620305367606,001815_2014-06-26_20-52-55_260595134347_rgbf000020-resize,-3.2977898099985943,3.2977898099985943,3.3865,18.626322656731816
442049.0,2.5,-0.6890225518349337,0.6890225518349337,001029_2014-06-08_13-17-57_260595134347_rgbf000065-resize,-3.7586831127884732,3.7586831127884732,3.0835,18.209734661918688
442049.0,2.5,-0.17305444960304694,0.17305444960304694,000677_2014-06-08_23-10-32_260595134347_rgbf000158-resize,-3.4672898099985945,3.4672898099985945,3.556,19.65196273325612
442049.0,2.5,-0.750329942355695,0.750329942355695,001516_2014-06-20_16-25-09_260595134347_rgbf000076-resize,-3.1835764155783544,3.1835764155783544,1.7445,3.8622659094666254
442049.0,2.5,0.029662129384134036,0.029662129384134036,001417_2014-06-19_16-25-36_260595134347_rgbf000115-resize,-3.7728965072087135,3.7728965072087135,4.6255,49.17091269608214
442049.0,2.5,0.40377994525259175,0.40377994525259175,003081_2014-06-15_15-19-16_094959634447_rgbf000150-resize,-3.0598965072087148,3.0598965072087148,3.9125,16.632991649560594
442049.0,2.5,0.2635037871466964,0.2635037871466964,000682_2014-06-08_23-14-58_260595134347_rgbf000041-resize,-2.635289809998594,2.635289809998594,2.7239999999999998,8.707843071693064
442049.0,2.5,-1.6223133854946712,1.6223133854946712,001650_2014-06-20_12-09-00_260595134347_rgbf000087-resize,-4.153469718368234,4.153469718368234,1.9505,47.6804595860539
442049.0,2.5,-0.14280004647858513,0.14280004647858513,001244_2014-06-17_16-47-45_260595134347_rgbf000030-resize,-2.7176831127884737,2.7176831127884737,2.0425,6.7629638807870815
442049.0,2.5,0.07600378131545849,0.07600378131545849,003495_2014-05-21_16-01-51_094959634447_rgbf000100-resize,-2.3006831127884744,2.3006831127884744,1.6255,12.747278812179
442049.0,2.5,0.07898481478613817,0.07898481478613817,001158_2014-06-17_15-32-16_260595134347_rgbf000138-resize,-3.678896507208715,3.678896507208715,4.5315,26.954451973303737
442049.0,2.5,0.6802181976332122,0.6802181976332122,000556_2014-06-09_22-42-56_260595134347_rgbf000214-resize,-3.2250032044188353,3.2250032044188353,4.8415,23.88242025565649
442049.0,2.5,0.34081481495214605,0.34081481495214605,001150_2014-06-17_15-27-34_260595134347_rgbf000108-resize,-3.1798965072087144,3.1798965072087144,4.0325,11.088139074292139
442049.0,2.5,0.8526688533528398,0.8526688533528398,000665_2014-06-09_20-42-35_260595134347_rgbf000110-resize,-2.2043965072087146,2.2043965072087146,3.057,18.49880761375764
442049.0,2.5,-0.415207846550172,0.415207846550172,002375_2014-06-28_20-13-44_260595134347_rgbf000032-resize,-3.9287898099985945,3.9287898099985945,4.0175,48.76103649676905
442049.0,2.5,0.11081334616812256,0.11081334616812256,002568_2014-06-24_13-59-21_094959634447_rgbf000062-resize,-2.9262898099985946,2.9262898099985946,3.015,29.63840999388049
442049.0,2.5,-0.06968669402648275,0.06968669402648275,000788_2014-06-08_22-34-36_260595134347_rgbf000131-resize,-3.2702898099985944,3.2702898099985944,3.359,21.46386213810664
442049.0,2.5,-0.9917798866962332,0.9917798866962332,001235_2014-06-17_16-37-36_260595134347_rgbf000084-resize,-4.335683112788473,4.335683112788473,3.6605,14.547706659434104
442049.0,2.5,0.5357443641739456,0.5357443641739456,000692_2014-06-08_13-09-42_260595134347_rgbf000199-resize,-2.8083965072087147,2.8083965072087147,3.661,54.80046590295557
442049.0,2.5,0.2437435724056453,0.2437435724056453,001094_2014-06-15_17-36-00_260595134347_rgbf000205-resize,-3.364896507208715,3.364896507208715,4.2175,17.196771274488466
442049.0,2.5,-0.0820173653769879,0.0820173653769879,000780_2014-06-08_22-28-29_260595134347_rgbf000126-resize,-3.2937898099985943,3.2937898099985943,3.3825,14.165390776882042
442049.0,2.5,-0.7957173071139321,0.7957173071139321,000470_2014-06-09_19-42-40_260595134347_rgbf000094-resize,-3.2700764155783544,3.2700764155783544,1.831,22.486379427626872
442049.0,2.5,-1.3095865716691362,1.3095865716691362,000109_2014-05-14_23-41-52_260595134347_rgbf000035-resize,-3.5574697183682336,3.5574697183682336,1.3545,6.620498200896815
442049.0,2.5,-0.5205072167590785,0.5205072167590785,002509_2014-06-24_13-19-22_094959634447_rgbf000077-resize,-2.745576415578354,2.745576415578354,1.3065,40.21868783296904
442049.0,2.5,-0.7233074072684262,0.7233074072684262,003338_2014-05-20_11-01-23_094959634447_rgbf000051-resize,-3.1320764155783545,3.1320764155783545,1.693,28.251495663089063
442049.0,2.5,0.7458866465039629,0.7458866465039629,002784_2014-06-22_19-26-30_094959634447_rgbf000083-resize,-1.7159564766652946,1.7159564766652946,1.8046666666667,3.0422522474895675
442049.0,2.5,-1.0103234595546142,1.0103234595546142,001100_2014-06-15_17-46-26_260595134347_rgbf000225-resize,-3.6790764155783533,3.6790764155783533,2.24,9.548860596737413
442049.0,2.5,-0.7017943210824353,0.7017943210824353,000469_2014-06-09_19-42-10_260595134347_rgbf000081-resize,-3.091076415578353,3.091076415578353,1.652,25.13136208408983
442049.0,2.5,-0.5365108540437732,0.5365108540437732,000483_2014-06-09_20-41-45_260595134347_rgbf000116-resize,-2.776076415578354,2.776076415578354,1.337,29.232414989368262
