s_residual,abs_s_residual,abs_error,error,clutter,actual_depth
-0.17351970847288234,0.5619091348569688,2.4304057855659567,-2.412583261845302,27,1.3544999999999945
0.001326597342191855,0.593682628786399,3.4633108114745563,-3.4062973453943086,16,3.7860000000000062
0.5954105453653984,0.8409859883880362,2.852615558216368,-2.818534760628644,14,3.7995000000000263
-0.3356038412429486,0.5320352406699154,3.1195967442881143,-3.11805973786231,20,2.486000000000002
-0.22283666728422244,0.5744448215053394,3.6189136187368436,-3.605247515509278,14,3.7335000000000327
0.277803927044385,0.7115873774285781,3.394766481979816,-3.390883815062253,13,4.328999999999965
0.4164408140930574,0.7929279067870697,3.1620418429831583,-3.1279580052186517,16,4.070500000000026
-0.01792432584082115,0.6653275267037669,3.7588687057320436,-3.7588687057320436,15,4.47900000000003
-0.22251657281257164,0.5191438595675822,3.5640863085056966,-3.5640863085056966,5,3.648999999999957
-0.21560015077837458,0.5072050881202451,2.5974450160375873,-2.5974450160375873,5,1.6520000000000075
-0.09624083916627524,0.507198556758887,2.3485404653374466,-2.3267152514324763,16,1.336999999999992
-0.12850096368975908,0.4601587761730141,3.369611025874086,-3.369611025874086,9,3.4400000000000364
-0.13326108609530332,0.46268922812947205,2.9221257724380503,-2.8895688385491916,3,2.4310000000000187
-0.1239440222991339,0.5290281360425948,3.6622207086024017,-3.6622207086024017,25,4.058500000000035
-0.7340693393149165,0.9070453814770947,3.4615270998308008,-3.4615270998308008,21,2.3714999999999895
-0.43533285438531155,0.6349035808087027,2.9077833330325453,-2.9077833330325453,26,1.8410000000000064
-0.3873687348345092,0.7404570346290718,4.301953579476055,-4.301953579476055,21,4.841499999999997
0.33593183870729515,0.49793444924812336,2.2587137512130453,-2.2486341669961276,12,2.0739999999999843
-0.14157675258751456,0.44333424101825536,3.1145196053002326,-3.114216828047448,23,2.8814999999999777
-0.15655380208231023,0.43430803062210815,3.2135922899271607,-3.2135922899271607,14,3.0570000000000124
-0.25539094177709926,0.5419326412063672,3.562233428662751,-3.5522445591626477,14,3.556000000000026
-0.17533873662006305,0.6365080800048746,3.7638002426420334,-3.759529981780339,12,4.1530000000000165
0.3206565698758476,0.6159568461943655,2.14714318653309,-2.1343194917427315,21,1.8029999999999975
-0.4722243332903625,0.6315284866594659,3.749547179777628,-3.749547179777628,22,3.515000000000029
-0.19841009752156777,0.6533813972341488,4.01277718978001,-4.01277718978001,16,4.63200000000002
0.3057183828500159,0.6389096634860553,2.907092369852833,-2.907092369852833,14,3.381000000000014
-0.35401278728865887,0.7170198688137492,4.331992142066834,-4.331992142066834,18,4.972999999999968
0.23777900945475605,0.5669990379083616,2.9756609654781565,-2.9756609654781565,16,3.3824999999999927
