s_residual,abs_s_residual,abs_error,error,clutter,actual_depth
-0.28361203200716795,0.5405812237232149,3.4924249909451683,-3.4858437261106023,25,3.358999999999984
0.23272970199865672,0.44355868188202596,2.074194641506928,-2.069362374495757,8,1.4864999999999884
-0.6155386883477904,0.7583399913360055,3.6778645908436274,-3.6778645908436274,6,3.0679999999999876
-0.16219808552248838,0.6052227394076392,3.322129755108117,-3.295407830794859,3,3.215500000000016
0.30199730462551905,0.5558093594556095,2.301589134178639,-2.2911379467022885,7,2.0919999999999903
0.5290749697988852,0.6789665033836072,2.427912741192833,-2.427912741192833,6,2.849000000000001
-0.16512880320519213,0.616985873013882,3.799038012706989,-3.7652676196079495,16,4.186500000000019
0.1981160481360955,0.4931628356489487,2.6769348698969564,-2.6769348698969564,7,2.67849999999999
-0.19382002075824986,0.47411011044148443,3.1930370803145185,-3.1599920861604516,6,2.868000000000005
0.35254442760658894,0.509345170369453,2.036326570217826,-2.031308967384557,17,1.6565000000000132
-0.015620624612873666,0.4856613083079172,3.085395687860719,-3.085395687860719,10,3.083499999999975
-0.4294253612120494,0.6135557043743475,3.610209986785032,-3.5901265861695357,23,3.272500000000021
0.1725073706955458,0.6663177305165421,3.4375320415868655,-3.388151658104349,17,4.104499999999967
0.7248970486384355,0.8560188843712389,2.0443405341781187,-2.0301329666963843,28,2.4289999999999874
0.08945027431659,0.4270856890872489,2.782020574777081,-2.7779606221421487,20,2.6625
-0.3125235691560045,0.5437872053237363,3.194859225681777,-3.194859225681777,11,2.693499999999997
0.026712497624467063,0.6462251115940021,3.6216428855705844,-3.5885121374825317,12,4.217499999999976
-0.6007530717558742,0.7324733184258522,3.264834224313794,-3.264834224313794,6,2.2400000000000078
0.17492999134446408,0.43745878492063356,2.266143219917391,-2.2351335228054516,13,1.7115000000000007
-0.05138442356329274,0.5352674959644267,3.443116432802711,-3.443116432802711,7,3.7529999999999815
-0.07142931587323655,0.663700477839957,3.683615651875985,-3.683615651875985,25,4.211499999999947
0.34977318852070927,0.5599692516493857,2.162014054851915,-2.1342962831016052,32,1.8654999999999975
-0.15341272784379617,0.5417061559429789,3.679443850353827,-3.679443850353827,9,4.032500000000024
0.1471501055857129,0.7708711839620298,3.6405232416315094,-3.6187764826804987,9,4.531500000000037
0.13367496734276155,0.5106884453473904,2.5860615898909547,-2.5853775314270986,5,2.35400000000002
-0.23567684160389793,0.6038780930429988,2.76226155436118,-2.712405609349425,12,1.8505000000000087
-0.32522509748817024,0.538812531343867,3.219106721792555,-3.186975414835641,9,2.6504999999999836
-0.3123440578814782,0.5689001451870381,3.6594347547276107,-3.6594347547276107,14,3.6604999999999728
-0.032352729258062915,0.46286585465734476,2.6039320817362586,-2.601734688826152,4,2.042500000000012
0.21003195243781947,0.6656733329078977,3.3656174526713025,-3.3656174526713025,3,4.134999999999992
-0.23890446202093005,0.5257517500089987,3.485811218658503,-3.485811218658503,11,3.4519999999999986
0.25379709650263454,0.4960429052425179,2.1798045151462144,-2.172221390791638,4,1.7445000000000095
0.13703669580964126,0.6480771021728823,3.6277377952540015,-3.597915138325084,9,4.467000000000044
-0.09517172295393313,0.5310207822675783,3.409791997036512,-3.3796643560247706,5,3.529999999999977
-0.015108668061499289,0.524075939945702,3.425175721809874,-3.425175721809874,5,3.790999999999991
-0.519125131621771,0.8666813187973998,3.0920017165324998,-3.0442904239687976,9,1.9505000000000088
-0.53178807205247,0.6594168676519471,3.4318276524635274,-3.4318276524635274,28,2.730499999999985
0.17360615527902842,0.6284377092843427,3.487343906504073,-3.456649201895686,24,4.24900000000002
0.49647902058194243,0.7183339274066091,2.718990097648331,-2.718990097648331,11,3.386500000000011
-0.2511381137115314,0.7442456696122275,4.2154222923002544,-4.158682580984967,8,4.826000000000018
0.22394505381219088,0.5421016579336195,2.747551116490449,-2.7304337505773155,9,2.8434999999999713
0.5115718660395201,0.7144904658748942,2.502207079892103,-2.502207079892103,12,2.967000000000016
-0.18326181996921106,0.687896703310472,3.7590379838594217,-3.743927416985982,11,4.1050000000000155
-0.09888273793181607,0.48836922041037956,2.96680804023149,-2.958284834042008,14,2.645999999999978
-0.16425080493497285,0.4290657701460924,2.692515161861135,-2.692515161861135,9,1.956999999999994
-0.17441746301907007,0.46204955477260606,2.966634318785632,-2.965943437692178,14,2.505000000000008
-0.5458154334441314,0.7383717829252502,3.09929013176003,-3.09265387521858,21,1.9959999999999873
-0.1749053447982381,0.4120173349616265,2.7515039666896084,-2.7515039666896084,15,2.0570000000000106
0.5969203349890417,0.8254606295613999,2.747372108661482,-2.7304825853943604,15,3.6199999999999637
-0.055897717302536655,0.4971304459779169,2.1919707705577887,-2.190302465989076,14,1.1379999999999904
0.2245365653727341,0.6810643051649763,3.1565704714013982,-3.1565704714013982,27,3.730999999999995
0.7020999118094683,0.8184635762842591,2.125234060331139,-2.074341238934143,20,2.47349999999998
-0.06860272366253574,0.6501910597245592,3.7830864808413707,-3.7533796189537014,21,4.363000000000042
0.04838761298862342,0.5382579432019443,3.4120691408585504,-3.4120691408585504,24,3.8959999999999715
0.010180123022526362,0.6336904102442754,3.7157038689626423,-3.687317850083687,30,4.388999999999953
0.29770237485675544,0.46404644156364006,2.2242204972131936,-2.2130026424947458,26,1.9204999999999801
0.024247383461707513,0.5183320997241491,2.3224610997506683,-2.272567597252478,14,1.4759999999999993
0.05753926110594674,0.5003105403930557,2.9793382324723217,-2.9793382324723217,9,3.0150000000000152
-0.06077266227083986,0.4944541164985716,2.9786227467121287,-2.973846012545779,5,2.7575000000000056
0.7037364427960435,0.8805649041113418,2.413581621904808,-2.3304682129184555,16,3.0094999999999734
0.1801812368436843,0.42608218342759757,2.3805377955854374,-2.3667318306084217,10,1.9954999999999943
-0.12566666133445994,0.5838457661983625,3.6642902219410103,-3.654208330711704,15,4.037499999999969
-0.10388446654271817,0.7152877564100216,3.9747310697899274,-3.9747310697899274,12,4.7494999999999505
0.1959630990384964,0.48008697674339446,2.4465989461625424,-2.4465989461625424,4,2.1950000000000216
0.2793105893972857,0.4938410314566755,2.442737318656622,-2.4397718687963086,12,2.3540000000000196
-0.15953927536065987,0.4908886974265629,2.9888076230118745,-2.9754324429612073,25,2.5549999999999873
0.16640806667921965,0.4899433683730702,2.2349941823854773,-2.2305978209103423,21,1.6837500000000027
-0.27064503087600555,0.5210167658242694,2.7288061486552007,-2.725666403185931,7,1.8046666666666906
0.4419112358559115,0.6341206414514812,2.6781173218987093,-2.6569294341707317,15,3.144000000000005
-0.15410286090404907,0.4347430908089786,2.7183298726620455,-2.7174066170209823,5,2.0294999999999908
-0.27067278726772775,0.6121240960766575,2.701298446822568,-2.671483106213936,18,1.6910000000000025
0.35664629767496514,0.7665666905697919,3.2528418897233466,-3.2486710835708377,22,4.197499999999992
0.3047471825887088,0.6956336246962936,3.1266877283569205,-3.1266877283569205,26,3.836000000000012
0.6933700779549151,0.8463976466008937,2.39875785730233,-2.3932266266854634,36,3.118500000000023
0.1588324606635213,0.5992126408707665,3.357352680518574,-3.3531863734034166,19,4.0035000000000185
0.0855495727679785,0.481525417587672,2.915975308897974,-2.915975308897974,19,2.941499999999988
0.6833025702683786,0.8342243921407586,2.2968863715599035,-2.28741376989609,18,2.877500000000033
0.005882845160679985,0.5336201383801354,3.4624918877770474,-3.4624918877770474,18,3.9124999999999703
0.3492019082974273,0.7105154846037153,3.2293218863437074,-3.2284964420731876,22,4.140499999999979
-0.2461067083966222,0.5362798218342112,2.7859430087992454,-2.7797222110518858,16,1.9679999999999866
0.4419099414379722,0.9113570115356179,2.7847605304043115,-2.711438710759638,13,3.257499999999996
0.10455104262207504,0.5941972475923202,3.2358272730810316,-3.2348301347294113,22,3.644500000000037
-0.2640959615824583,0.530627829740565,2.648528408081769,-2.6328504142088907,14,1.6254999999999906
-0.3258762147159546,0.5763060924094131,2.605630667640162,-2.5985101174926726,6,1.4260000000000024
-0.28847162073590926,0.6366345626422542,2.554908488375965,-2.5283021988570855,9,1.3570000000000062
0.23274025327994635,0.6596425058655978,3.269698993760185,-3.269698993760185,19,3.9835000000000336
