s_residual,abs_s_residual,error,abs_error,actual_depth,groundPlane
0.6852583998281999,0.8835852760226536,-2.7431632895902403,2.74689477968998,3.8715000000000064,34.7965268260551
-0.16113648652672238,0.5367408241053038,-2.441930294044608,2.451997323096716,1.3545000000000014,6.620498200896807
0.05886330455188567,0.5425843051938433,-3.3305746010356136,3.3305746010356136,3.785999999999996,14.896111113511607
0.47921017133957056,0.7061335546711942,-2.9163830685370193,2.9163830685370193,3.7995000000000037,12.340757267219272
-0.437753358723761,0.6009854507843951,-3.2344553698056058,3.2390663890830176,2.485999999999994,21.09070095907293
-0.385813397507346,0.6150439407973182,-3.7513138919705753,3.7513138919705753,3.7335000000000003,12.696549983566443
0.393287248009634,0.7379451838827483,-3.2437318812059956,3.2454618096281025,4.328999999999993,13.241348366125534
0.4675919120292331,0.8106119107105517,-3.0515639643173826,3.0515639643173826,4.070500000000001,20.691565456771542
0.05404802074560929,0.6645839683100377,-3.6513637116822015,3.6513637116822015,4.479000000000007,19.081432914605553
-0.25414699771426064,0.48949589652228703,-3.581119659034622,3.581119659034622,3.649,14.067279821032821
-0.21882238164816958,0.5219609601235293,-2.635261518870235,2.635261518870235,1.651999999999994,25.13136208408978
-0.13990976520411627,0.4890003963875659,-2.6379640755927283,2.6417528203990033,1.8309999999999977,22.48637942762694
-0.17663040527211743,0.5259411886403411,-2.4494450757485815,2.4520486328309556,1.3369999999999973,29.232414989368326
-0.1226116931128969,0.43906303140174224,-3.3542906606242715,3.3542906606242715,3.44,19.629285382994567
-0.12167438793542286,0.5252593981996727,-2.8932991111727975,2.989701460869679,2.430999999999998,13.897287578908216
-0.18388451694772992,0.5372126686594596,-3.697568985037377,3.697568985037377,4.058499999999991,16.716212007621667
-0.7646485084466609,0.9212595398575059,-3.509144165743193,3.509144165743193,2.3715000000000064,25.742609854068185
-0.4059635397257688,0.5926498232564941,-2.9085773569951914,2.9085773569951914,1.841000000000003,30.99307977870557
-0.4672008906411186,0.7411986772224775,-4.337894747498397,4.337894747498397,4.841499999999997,23.882420255656566
0.37486722932581973,0.5801548245991033,-2.2339830982665365,2.26422185091729,2.0740000000000065,10.796976226722629
-0.20116958737624685,0.4189587513479152,-3.178200095594231,3.178200095594231,2.8815000000000044,31.362143012377906
-0.046467516248507305,0.4157667438822667,-3.103517370224754,3.103517370224754,3.0570000000000044,18.498807613757595
-0.17835032663675102,0.49266361035797857,-3.4629195739655554,3.4629195739655554,3.555999999999997,19.651962733256067
-0.3009847774876184,0.510092782669566,-3.2062030523328082,3.2062030523328082,2.723999999999993,8.707843071693087
-0.22954654165559385,0.6217641763714128,-3.78631834976891,3.78631834976891,4.15300000000001,14.74084621258792
0.5060064979405241,0.8318047373552497,-2.826437571636814,2.8519915384694543,3.6609999999999956,54.800465902955644
0.37503972576478617,0.6707442357026753,-2.110247965357551,2.1314116051374117,1.8029999999999977,14.429351101546223
-0.5878087181187079,0.740067713257995,-4.119503238387559,4.119503238387559,4.098,16.05223161837008
-0.4753213682553662,0.6056549473108251,-3.741196637372842,3.741196637372842,3.51499999999999,33.40817060613638
-0.05056840789609157,0.41948960894701687,-3.325106740087109,3.325106740087109,3.533999999999995,8.164356963721053
-0.16570184516741335,0.654880251703405,-3.9408740328716707,3.9408740328716707,4.631999999999988,18.915499538994037
0.3417737058489402,0.6533844432188839,-2.863004171065648,2.863004171065648,3.380999999999986,11.913177378266763
-0.4980758055702653,0.6935053173495741,-4.428727177910233,4.428727177910233,4.972999999999992,21.453526317249732
0.2475676835908556,0.571606159369249,-2.9578941193558497,2.9578941193558497,3.382499999999996,14.165390776882052
-0.17759941214422384,0.509726934800256,-3.37234637392102,3.37234637392102,3.3589999999999924,21.463862138106702
0.3105246606500805,0.46689454912813877,-2.03045463769453,2.0354398412310992,1.4865000000000046,3.0958890116960567
-0.6232608683834409,0.7265920150018205,-3.685326179928587,3.685326179928587,3.067999999999995,11.910827625938735
-0.10174112375002915,0.5825152939771197,-3.2310591617871545,3.2310591617871545,3.2155000000000085,8.082259189449605
0.32217515214533765,0.5679867083627688,-2.2948822878324844,2.319619120868998,2.0920000000000014,5.5765115217751875
