s_residual,abs_s_residual,abs_error,error,groundPlane,actual_depth
0.697537272904157,0.8911229743374527,2.7554582804194405,-2.7511241079986535,34.796526826055185,3.8715
0.001326597342191867,0.5936826287863992,3.4633108114745563,-3.4062973453943095,14.89611111351161,3.786
0.595410545365399,0.8409859883880366,2.85261555821637,-2.818534760628646,12.340757267219297,3.7995
0.27780392704438506,0.7115873774285784,3.394766481979815,-3.3908838150622524,13.241348366125557,4.329
0.4164408140930571,0.7929279067870698,3.1620418429831587,-3.127958005218652,20.69156545677159,4.0705
0.335931838707295,0.4979344492481233,2.2587137512130444,-2.2486341669961267,10.796976226722654,2.074
0.6735101527075422,0.9774180338150619,2.691235678991715,-2.673738076493263,54.800465902955565,3.661
0.3206565698758477,0.6159568461943649,2.14714318653309,-2.1343194917427324,14.429351101546246,1.8029999999999997
0.027744948721541415,0.5004146516295329,3.2689648386726766,-3.2584961661650667,8.164356963721069,3.534
0.3057183828500162,0.6389096634860548,2.9070923698528306,-2.9070923698528306,11.91317737826679,3.381
0.23777900945475616,0.5669990379083616,2.9756609654781583,-2.9756609654781583,14.165390776882042,3.3825
0.23272970199865692,0.4435586818820258,2.0741946415069266,-2.0693623744957557,3.0958890116960642,1.4864999999999997
0.30199730462551905,0.5558093594556087,2.3015891341786383,-2.2911379467022877,5.576511521775203,2.092
0.529074969798885,0.6789665033836072,2.427912741192834,-2.427912741192834,16.12201726422563,2.849
0.1981160481360955,0.49316283564894897,2.676934869896957,-2.676934869896957,11.715239650325241,2.6785000000000005
0.0025178031465365887,0.48703802174247857,2.55801108064227,-2.535113811489101,15.893099149291922,1.9765000000000001
0.31562161027323976,0.5120999063097142,2.4608949239659927,-2.4606397748315603,11.624075606213012,2.4730000000000003
0.35254442760658894,0.5093451703694533,2.036326570217826,-2.031308967384557,7.049977084494088,1.6565
0.1725073706955457,0.6663177305165423,3.4375320415868655,-3.388151658104349,25.87613690895519,4.1045
0.7248970486384368,0.8560188843712392,2.0443405341781187,-2.0301329666963848,8.406298609581565,2.4290000000000003
0.08945027431658993,0.42708568908724864,2.7820205747770865,-2.777960622142153,11.385945923694518,2.6625
0.03995794829044643,0.4224540911901966,2.7271812399124555,-2.7102599642853833,8.755513319222857,2.4185
0.3389483749592037,0.7717867015296597,3.283757480004636,-3.283477612327203,19.743449467077777,4.2330000000000005
0.026712497624467108,0.6462251115940021,3.6216428855705836,-3.588512137482531,17.196771274488466,4.2175
0.1749299913444641,0.4374587849206333,2.2661432199173905,-2.2351335228054516,9.336195527413247,1.7115
0.34977318852070927,0.5599692516493852,2.162014054851915,-2.134296283101605,18.667799879387072,1.8655
0.14715010558571295,0.7708711839620287,3.6405232416315156,-3.618776482680504,26.954451973303737,4.5315
0.13367496734276169,0.51068844534739,2.5860615898909534,-2.5853775314270973,17.325668807481115,2.354
0.6199463620726793,0.9348451820242553,3.0460839614850674,-3.012508996850279,15.34903910495583,4.255
0.3636263328428231,0.7292131656500987,2.8958937047700943,-2.8763165091148477,28.282249848901696,3.4375
0.21003195243781952,0.6656733329078977,3.3656174526713007,-3.3656174526713007,18.95235574822112,4.135
0.09733724840208993,0.5977890205186677,3.4180589770990064,-3.4180589770990064,12.34882649363641,4.0106666666667
0.2537970965026347,0.4960429052425177,2.1798045151462135,-2.172221390791637,3.8622659094666254,1.7445
0.13703669580964134,0.6480771021728825,3.6277377952540033,-3.597915138325085,22.179510675592084,4.467
0.17360615527902842,0.6284377092843426,3.487343906504073,-3.456649201895686,20.030651550568866,4.249
0.49647902058194254,0.7183339274066095,2.7189900976483328,-2.7189900976483328,18.626322656731816,3.3865
0.04981127374835948,0.7709798627169703,3.6879440353080453,-3.6565065949077398,15.524303639345458,4.408
0.22394505381219076,0.5421016579336202,2.747551116490448,-2.7304337505773146,8.475049543704081,2.8435
0.5115718660395203,0.7144904658748943,2.5022070798921043,-2.5022070798921043,10.990036854719378,2.967
0.5969203349890423,0.8254606295613997,2.7473721086614824,-2.7304825853943604,11.387296889913552,3.62
0.22453656537273414,0.6810643051649771,3.1565704714013973,-3.1565704714013973,18.09172628388976,3.731
0.7020999118094686,0.8184635762842586,2.1252340603311373,-2.074341238934141,7.91768620575396,2.4735
0.04838761298862339,0.5382579432019446,3.4120691408585473,-3.4120691408585473,8.40495801096819,3.896
0.01018012302252637,0.6336904102442759,3.7157038689626436,-3.6873178500836885,17.102760279009576,4.388999999999999
0.29770237485675544,0.46404644156364,2.2242204972131936,-2.213002642494746,12.083824048628239,1.9205
0.024247383461707548,0.518332099724149,2.322461099750666,-2.2725675972524773,4.1736441355391865,1.4760000000000002
0.05753926110594676,0.5003105403930558,2.9793382324723217,-2.9793382324723217,29.63840999388049,3.015
0.703736442796044,0.8805649041113417,2.4135816219048074,-2.330468212918456,10.661401196716628,3.0095
0.18018123684368417,0.4260821834275975,2.3805377955854374,-2.3667318306084226,10.972027795242447,1.9955
0.6651101736870229,0.7994179622289025,2.0364866121132734,-1.97202086422598,32.96558503300821,2.1830000000000003
0.1959630990384964,0.48008697674339457,2.4465989461625415,-2.4465989461625415,3.938570017428758,2.195
0.5555835413141984,0.9508014939551187,3.298589533192343,-3.277120856519867,35.71435075733748,4.6705
0.27931058939728576,0.49384103145667546,2.4427373186566217,-2.4397718687963077,8.789636111124727,2.3539999999999996
0.16640806667921962,0.4899433683730707,2.234994182385478,-2.2305978209103428,5.5919783591245595,1.68375
0.6716985408936412,0.7417009190212505,1.73318868756612,-1.7072712722833143,21.7158464010581,1.6465
0.441911235855912,0.6341206414514814,2.678117321898709,-2.6569294341707312,7.3778481729366625,3.1439999999999997
0.1966945838001202,0.5950467359734055,2.342569802176946,-2.3365111283025346,11.625680938349673,1.9675
0.10067692333119159,0.6942544757937095,3.778799403411587,-3.778799403411587,14.460306569198615,4.767
0.3566462976749653,0.7665666905697915,3.2528418897233475,-3.248671083570839,27.906783421951957,4.1975
0.30474718258870864,0.6956336246962933,3.1266877283569188,-3.1266877283569188,27.231594395483473,3.836
0.6933700779549151,0.8463976466008934,2.3987578573023285,-2.3932266266854616,6.696951333567531,3.1185
0.15883246066352139,0.5992126408707663,3.3573526805185736,-3.3531863734034166,24.355606534500392,4.0035
0.08554957276797855,0.48152541758767214,2.9159753088979725,-2.9159753088979725,10.664823740812926,2.9414999999999996
0.6833025702683794,0.8342243921407588,2.2968863715599004,-2.2874137698960872,9.032134209869396,2.8775
